"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","16657594","ISG15","9636","ISG15 ubiquitin like modifier",-0.14668736388854,7.10065376675612,-0.277682688656766,0.784166714991337,0.880231089838997,-6.66932187142565
"2","16657598","AGRN","375790","agrin",-1.07844607713679,7.38690916263177,-2.30130056056452,0.0325061014772596,0.119893580560744,-4.28630363223201
"3","16657654","MIR429","554210","microRNA 429",-0.214708717066604,2.93412259760949,-0.646441782515283,0.525498725661824,0.702801141230651,-6.49507197609725
"4","16657767","VWA1","64856","von Willebrand factor A domain containing 1",-0.716724926163407,6.82145820937536,-2.51474888060443,0.0207775480787083,0.0875664774137184,-3.87747077179899
"5","16658184","TPRG1L","127262","tumor protein p63 regulated 1 like",1.54542250903675,7.38409346579938,2.78360753296108,0.011616460062499,0.0579062933418513,-3.33747016139362
"6","16658536","PER3","8863","period circadian regulator 3",-2.07988348133273,5.80549844742387,-9.70255218026208,6.42014572235302e-09,2.34691993628238e-06,10.6963130800245
"7","16658655","SPSB1","80176","splA/ryanodine receptor domain and SOCS box containing 1",0.269833710533891,5.32448721915923,0.918531198006117,0.369517856173895,0.578382340150187,-6.2815295886668
"8","16659036","FBXO6","26270","F-box protein 6",0.106943423457342,4.8349598431831,0.322311561543802,0.750632690073418,0.857642490134241,-6.65551946514866
"9","16659054","AGTRAP","57085","angiotensin II receptor associated protein",-0.487768059499273,6.35062482252711,-1.50633988812347,0.147943369002912,0.326119721286151,-5.59825484498131
"10","16659102","CLCN6","1185","chloride voltage-gated channel 6",1.71712201744064,7.83296304498757,5.2025278690217,4.61518144220189e-05,0.00103999636608522,2.01815343595723
"11","16659140","PLOD1","5351","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",-1.74803855504507,8.65544757332903,-4.26754499430326,0.000392187743648458,0.00485987825462684,-0.0811730501079158
"12","16659171","MFN2","9927","mitofusin 2",0.528252883536382,7.44280346482199,1.88236500720996,0.0747337692699169,0.212878009435521,-5.02473030199532
"13","16659537","TMEM51","55092","transmembrane protein 51",-1.28963921131237,5.68056660941541,-1.82679491683325,0.0830160313455891,0.228172717733491,-5.11529032777776
"14","16659605","EFHD2","79180","EF-hand domain family member D2",-1.40882370010474,6.66880997345392,-5.74634613504862,1.37606990186637e-05,0.000457299997690945,3.2097037242853
"15","16659746","FBLIM1","54751","filamin binding LIM protein 1",-0.13277769068,5.36621610231476,-0.308502438189505,0.760958222819266,0.86478499242673,-6.66000750665656
"16","16659856","LOC101927479","101927479","uncharacterized LOC101927479",-0.14236224422749,4.88340133296072,-0.371816378539076,0.714022897673623,0.835929418381886,-6.63783489338196
"17","16659881","NECAP2","55707","NECAP endocytosis associated 2",0.223560689082151,7.26466748180769,0.780565288358746,0.444392947939452,0.641673381049285,-6.39852305705978
"18","16660269","OTUD3","23252","OTU deubiquitinase 3",-0.0511537209899906,6.18978056133405,-0.161951521008111,0.873003562454366,0.934498688945783,-6.69560060562665
"19","16660360","CDA","978","cytidine deaminase",0.328096411772743,6.7372331767982,0.319530859932885,0.752708115269868,0.858644740965463,-6.65643884439424
"20","16660403","NBPF3","84224","NBPF member 3",0.77094124895374,5.26886279809058,1.8307306135705,0.0824040885835454,0.227345451941186,-5.1089389331599
"21","16660596","EPHB2","2048","EPH receptor B2",-1.94912944936585,6.70347311061522,-3.84847373715175,0.00103478764699473,0.0096035299255646,-1.02586994500404
"22","16660620","MIR4684","100616391","microRNA 4684",-0.403514058221602,3.50581573567029,-1.28176899531536,0.214894167903865,0.415638925575376,-5.89265258697483
"23","16660648","MIR3115","100422866","microRNA 3115",-0.992631932576997,3.78806169942259,-1.85593280484922,0.0785781845787787,0.220488040310603,-5.0680411338622
"24","16660757","GRHL3","57822","grainyhead like transcription factor 3",-0.724152514425318,4.62456685415542,-1.24280027863061,0.228619014787754,0.434145199798967,-5.93971005371791
"25","16660810","RCAN3","11123","RCAN family member 3",-1.37024191369138,5.61554009197584,-2.61255860989517,0.0168512284343288,0.0753268227567142,-3.68398323342661
"26","16660863","CLIC4","25932","chloride intracellular channel 4",-0.444731034752909,8.87407619895766,-1.25653677279352,0.223706038679188,0.427529983882968,-5.92326282069933
"27","16660976","SELENON","57190","selenoprotein N",-1.77185602815749,7.61734914617542,-6.08036406149094,6.65397851258246e-06,0.000288047227715741,3.92535795131389
"28","16661071","CNKSR1","10256","connector enhancer of kinase suppressor of Ras 1",0.0508253583702052,5.92708988397695,0.0956605041751529,0.924762477667247,0.961437368154603,-6.70443641864293
"29","16661141","SH3BGRL3","83442","SH3 domain binding glutamate rich protein like 3",-0.827938049912786,7.67918399149088,-2.34754460247785,0.029537336934149,0.112020563127781,-4.19939850191604
"30","16661206","RPS6KA1","6195","ribosomal protein S6 kinase A1",-0.712852697915583,5.91262384705589,-3.08011986327875,0.00600899822305062,0.0361418723104873,-2.71602422050311
"31","16661255","ARID1A","8289","AT-rich interaction domain 1A",-0.828765961650396,7.39112619487683,-3.59821596901619,0.00184425289934164,0.0151500425439051,-1.58502090048958
"32","16661314","SFN","2810","stratifin",-0.863553952055103,8.77169916161296,-1.72183623777811,0.10086028263756,0.257777439691387,-5.28105480717107
"33","16661342","TRNP1","388610","TMF1 regulated nuclear protein 1",-0.58872861824618,5.36373688934771,-1.4423600206111,0.165006698736367,0.350639228021902,-5.68604737705994
"34","16661351","WDTC1","23038","WD and tetratricopeptide repeats 1",0.744466292336919,7.48660459138974,2.54298151478126,0.0195637484534032,0.0839175129226813,-3.82199258425955
"35","16661508","SMPDL3B","27293","sphingomyelin phosphodiesterase acid like 3B",-0.751858024416747,6.29861621313625,-1.0302213245645,0.315464683199696,0.527913940858087,-6.17411531038048
"36","16661544","SESN2","83667","sestrin 2",1.15854078823563,7.2642128605328,1.9756261651272,0.0624615413934199,0.188907129692863,-4.86859867790807
"37","16661567","PHACTR4","65979","phosphatase and actin regulator 4",-0.515938035260606,8.273763186295,-1.8805459207253,0.0749929438587073,0.213329245865646,-5.02772454089559
"38","16661617","TRNAU1AP","54952","tRNA selenocysteine 1 associated protein 1",0.00642540412350368,6.05014179908535,0.0183568646969393,0.985539931794774,0.993607363394643,-6.70899981084695
"39","16661636","RAB42","115273","RAB42, member RAS oncogene family",-0.436399188378818,4.70524672344877,-0.580657376475068,0.568094960648059,0.733961288251371,-6.53607453205162
"40","16661687","EPB41","2035","erythrocyte membrane protein band 4.1",0.734072875341286,7.70998034988908,1.96970934734805,0.0631832955944349,0.190447130101412,-4.87865441925449
"41","16661730","PTPRU","10076","protein tyrosine phosphatase receptor type U",-1.05379625767428,6.30673653222532,-2.28386829932632,0.033694985198554,0.122696736362194,-4.31881008356334
"42","16661832","SERINC2","347735","serine incorporator 2",-0.0489613386417851,7.03904177283163,-0.0994775902617161,0.921770509800204,0.960147214577385,-6.70405086631195
"43","16661862","TINAGL1","64129","tubulointerstitial nephritis antigen like 1",-1.53465297111139,6.69094079422552,-2.11075068109383,0.0478638456250809,0.156766602395735,-4.63366261119735
"44","16662077","HDAC1","3065","histone deacetylase 1",-1.38025197233299,8.11401506805896,-3.07141099720413,0.00612780086214665,0.0366220977955722,-2.73459944976548
"45","16662159","KIAA1522","57648","KIAA1522",-0.869053888494516,6.18402989148577,-2.49288498866788,0.0217657430797362,0.0905300818360709,-3.92022011671984
"46","16662234","ZNF362","149076","zinc finger protein 362",-0.920506813177891,5.92591278150037,-2.45170569541039,0.0237475945855896,0.0961123439462779,-4.00021622733002
"47","16662251","LOC101929464","101929464","uncharacterized LOC101929464",-0.68512539362656,5.57045457305015,-1.04749723465887,0.30762916086456,0.520359865935426,-6.15651176996437
"48","16662313","GJB5","2709","gap junction protein beta 5",-0.501743768403751,5.17656986098836,-0.879418579864071,0.389839790927929,0.595991130182567,-6.31648255854329
"49","16662322","GJB3","2707","gap junction protein beta 3",-0.866393689162662,5.70204198940142,-1.37279821891345,0.18533494283347,0.377633934918017,-5.77800217317533
"50","16662338","ZMYM1","79830","zinc finger MYM-type containing 1",-0.429676798242565,6.9235307064559,-1.31231128458539,0.20459143613733,0.402575254121899,-5.85491591750024
"51","16662396","NCDN","23154","neurochondrin",1.40983431087547,6.18646988453715,3.99531044797357,0.000736583243295253,0.00762062537874648,-0.695621891535333
"52","16662453","AGO1","26523","argonaute RISC component 1",-0.604696646306582,7.1142482284739,-1.19623064820261,0.245891614763472,0.452325083909323,-5.9943183918849
"53","16662584","SH3D21","79729","SH3 domain containing 21",-0.272362732157936,5.6615544620054,-0.684120106115153,0.50191659214596,0.685326747320778,-6.46969195283323
"54","16662648","CDCA8","55143","cell division cycle associated 8",-1.86280379777898,7.19390458048985,-5.14296016667369,5.27900482769953e-05,0.00116173417278471,1.88593137947633
"55","16662664","MANEAL","149175","mannosidase endo-alpha like",0.396696610378317,6.49241068628042,0.964892627094391,0.346365375929322,0.554117231610732,-6.2382987558951
"56","16662728","LOC105378662","105378662","uncharacterized LOC105378662",0.340762542182145,4.7411760901799,1.15913465642643,0.260342493580495,0.469844653801331,-6.03653004535119
"57","16662885","KIAA0754","643314","KIAA0754",-1.43421303092001,6.68432505258305,-3.62209749815106,0.00174552667537508,0.0145571172673866,-1.53192395701118
"58","16662908","PPIE","10450","peptidylprolyl isomerase E",0.754451376062952,6.36973358537491,1.93226703378991,0.0679251393181477,0.199976472802421,-4.94182115060512
"59","16662968","CAP1","10487","cyclase associated actin cytoskeleton regulatory protein 1",-0.527310645383906,9.09094954684934,-1.62132594357559,0.120940459249099,0.286770530399665,-5.43300952588879
"60","16663033","SMAP2","64744","small ArfGAP2",0.911689998412762,6.68002525817444,2.49137818432934,0.0218354451494371,0.0905909388923684,-3.92315931816435
"61","16663051","ZFP69B","65243","ZFP69 zinc finger protein B",1.14731780671514,5.34734985396048,2.06612027011167,0.0523039911145224,0.166663564907292,-4.71235858370896
"62","16663155","CTPS1","1503","CTP synthase 1",-1.68559361165155,7.5863744938634,-5.29014924354652,3.78971074670611e-05,0.000916775614460523,2.21209260649966
"63","16663448","TMEM125","128218","transmembrane protein 125",0.289083361756315,5.95227373957451,0.876061619623199,0.3916175568696,0.597180425875855,-6.31941720727349
"64","16663514","CDC20","991","cell division cycle 20",-2.83218037664202,8.21699371481908,-5.50895430307595,2.32467901012429e-05,0.000648152029093977,2.69325936331966
"65","16663621","PTPRF","5792","protein tyrosine phosphatase receptor type F",-1.64342815719731,7.36313808047607,-3.65795649054329,0.00160702431249265,0.0136265721342805,-1.45208051543872
"66","16663773","DPH2","1802","diphthamide biosynthesis 2",1.15126022716757,6.72454726985588,3.2215899196739,0.004365345470105,0.0285526572497922,-2.41194659872437
"67","16663792","ATP6V0B","533","ATPase H+ transporting V0 subunit b",0.667508296804459,6.66855739427945,2.23358538114769,0.0373521357487116,0.132138200659421,-4.41177520612546
"68","16664003","SNORD46","94161","small nucleolar RNA, C/D box 46",0.159435113840466,11.4762164169883,0.476413999538957,0.639052634189871,0.788332645851022,-6.5923183361637
"69","16664091","MMACHC","25974","metabolism of cobalamin associated C",-0.139203480582255,5.77514518370955,-0.382251965537692,0.706391838333588,0.831941703281728,-6.63378947915012
"70","16664118","NASP","4678","nuclear autoantigenic sperm protein",-1.99035046696619,7.17139352849954,-8.7028538730068,3.6805724753554e-08,7.56817715244954e-06,9.01270568209773
